"id","year","state_name","state_code","district_name","district_code","development_sector","project_outlay_amount_in_lakhs","amount_spent_in_lakhs"
1978,"2016-01-01","All India","0","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",6042461.0,13767.0
1979,"2016-01-01","All India","0","Not Mentioned","0","Prime Minister'S National Relief Fund",501392.0,629.0
1980,"2016-01-01","All India","0","Not Mentioned","0","Rural Development Projects",385542.0,53755.0
1981,"2016-01-01","All India","0","Not Mentioned","0","Safe Drinking Water",5301.0,2962.0
1982,"2016-01-01","All India","0","Not Mentioned","0","Sanitation",113570.0,14086.0
1983,"2016-01-01","All India","0","Not Mentioned","0","Senior Citizens Welfare",105.0,102.0
1984,"2016-01-01","All India","0","Not Mentioned","0","Slum Area Development",490.0,490.0
1985,"2016-01-01","All India","0","Not Mentioned","0","Socio-Economic Inequalities",5002455.0,2301.0
1986,"2016-01-01","All India","0","Not Mentioned","0","Special Education",183000022.0,43.0
1987,"2016-01-01","All India","0","Not Mentioned","0","Swachh Bharat Kosh",503588.0,3628.0
1988,"2016-01-01","All India","0","Not Mentioned","0","Technology Incubators",0.0,0.0
1989,"2016-01-01","All India","0","Not Mentioned","0","Training To Promote Sports",260886976.0,5454.0
1990,"2016-01-01","All India","0","Not Mentioned","0","Vocational Skills",95413.0,4507.0
1991,"2016-01-01","All India","0","Not Mentioned","0","Women Empowerment",2181.0,1300.0
1992,"2016-01-01","Andaman and Nicobar Islands","35","Not Mentioned","0","Education",2.0,2.0
1993,"2016-01-01","Andaman and Nicobar Islands","35","Not Mentioned","0","Safe Drinking Water",1.0,1.0
1994,"2016-01-01","Andaman and Nicobar Islands","35","Not Mentioned","0","Swachh Bharat Kosh",38.0,20.0
1995,"2016-01-01","Andhra Pradesh","28","Anantapur","502","Education",2.0,2.0
1996,"2016-01-01","Andhra Pradesh","28","Anantapur","502","Not Mentioned",0.0,0.0
1997,"2016-01-01","Andhra Pradesh","28","Chittoor","503","Animal Welfare",26.0,26.0
1998,"2016-01-01","Andhra Pradesh","28","Chittoor","503","Art And Culture",3.0,3.0
1999,"2016-01-01","Andhra Pradesh","28","Chittoor","503","Education",5.0,5.0
2000,"2016-01-01","Andhra Pradesh","28","Chittoor","503","Health Care",4.0,4.0
2001,"2016-01-01","Andhra Pradesh","28","Chittoor","503","Rural Development Projects",13.0,13.0
2002,"2016-01-01","Andhra Pradesh","28","East Godavari","505","Education",4.0,13.0
2003,"2016-01-01","Andhra Pradesh","28","East Godavari","505","Health Care",240.0,212.0
2004,"2016-01-01","Andhra Pradesh","28","East Godavari","505","Rural Development Projects",1.0,1.0
2005,"2016-01-01","Andhra Pradesh","28","East Godavari","505","Sanitation",5.0,4.0
2006,"2016-01-01","Andhra Pradesh","28","East Godavari","505","Vocational Skills",4.0,4.0
2007,"2016-01-01","Andhra Pradesh","28","Guntur","506","Education",56.0,56.0
2008,"2016-01-01","Andhra Pradesh","28","Guntur","506","Environmental Sustainability",51.0,51.0
2009,"2016-01-01","Andhra Pradesh","28","Guntur","506","Health Care",56.0,58.0
2010,"2016-01-01","Andhra Pradesh","28","Guntur","506","Senior Citizens Welfare",1.0,1.0
2011,"2016-01-01","Andhra Pradesh","28","Guntur","506","Setting Up Orphanage",3.0,3.0
2012,"2016-01-01","Andhra Pradesh","28","Krishna","510","Education",62.0,62.0
2013,"2016-01-01","Andhra Pradesh","28","Kurnool","511","Education",2.0,2.0
2014,"2016-01-01","Andhra Pradesh","28","Kurnool","511","Environmental Sustainability",30.0,30.0
2015,"2016-01-01","Andhra Pradesh","28","Kurnool","511","Rural Development Projects",6.0,6.0
2016,"2016-01-01","Andhra Pradesh","28","Kurnool","511","Safe Drinking Water",12.0,12.0
2017,"2016-01-01","Andhra Pradesh","28","Kurnool","511","Senior Citizens Welfare",1.0,1.0
2018,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Art And Culture",0.0,3.0
2019,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Education",567342.0,14492.0
2020,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Environmental Sustainability",785201.0,7400.0
2021,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Health Care",869538.0,12735.0
2022,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Livelihood Enhancement Projects",1593.0,1182.0
2023,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Not Mentioned",20962.0,4663.0
2024,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",131.0,11.0
2025,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Rural Development Projects",20728.0,759.0
2026,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Sanitation",659.0,660.0
2027,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Setting Up Homes And Hostels For Women",25.0,16.0
2028,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Slum Area Development",2.0,1.0
2029,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Special Education",10.0,10.0
2030,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Swachh Bharat Kosh",1015.0,1015.0
2031,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Training To Promote Sports",112.0,112.0
2032,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Vocational Skills",23648.0,1373.0
2033,"2016-01-01","Andhra Pradesh","28","Not Mentioned","0","Women Empowerment",188200.0,1285.0
2034,"2016-01-01","Andhra Pradesh","28","Spsr Nellore","515","Education",31.0,31.0
2035,"2016-01-01","Andhra Pradesh","28","Spsr Nellore","515","Rural Development Projects",0.0,0.0
2036,"2016-01-01","Andhra Pradesh","28","Vishakapatnam","520","Education",2.0,2.0
2037,"2016-01-01","Andhra Pradesh","28","West Godavari","523","Education",3.0,3.0
2038,"2016-01-01","Arunachal Pradesh","12","Not Mentioned","0","Education",590.0,266.0
2039,"2016-01-01","Arunachal Pradesh","12","Not Mentioned","0","Livelihood Enhancement Projects",51.0,102.0
2040,"2016-01-01","Arunachal Pradesh","12","Not Mentioned","0","Not Mentioned",2046.0,670.0
2041,"2016-01-01","Arunachal Pradesh","12","Not Mentioned","0","Rural Development Projects",455.0,455.0
2042,"2016-01-01","Arunachal Pradesh","12","Not Mentioned","0","Safe Drinking Water",4.0,4.0
2043,"2016-01-01","Arunachal Pradesh","12","Not Mentioned","0","Sanitation",1131.0,11.0
2044,"2016-01-01","Assam","18","Baksa","616","Education",300.0,150.0
2045,"2016-01-01","Assam","18","Bongaigaon","281","Education",950.0,956.0
2046,"2016-01-01","Assam","18","Dibrugarh","286","Education",78.0,156.0
2047,"2016-01-01","Assam","18","Golaghat","288","Education",76.0,47.0
2048,"2016-01-01","Assam","18","Kamrup","291","Health Care",5.0,2.0
2049,"2016-01-01","Assam","18","Not Mentioned","0","Art And Culture",71.0,142.0
2050,"2016-01-01","Assam","18","Not Mentioned","0","Conservation Of Natural Resources",1590.0,3162.0
2051,"2016-01-01","Assam","18","Not Mentioned","0","Education",2718.0,5167.0
2052,"2016-01-01","Assam","18","Not Mentioned","0","Environmental Sustainability",3.0,6.0
2053,"2016-01-01","Assam","18","Not Mentioned","0","Gender Equality",28.0,28.0
2054,"2016-01-01","Assam","18","Not Mentioned","0","Health Care",10572.0,3570.0
2055,"2016-01-01","Assam","18","Not Mentioned","0","Livelihood Enhancement Projects",179.0,358.0
2056,"2016-01-01","Assam","18","Not Mentioned","0","Other Central Government Funds",29.0,29.0
2057,"2016-01-01","Assam","18","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",123.0,123.0
2058,"2016-01-01","Assam","18","Not Mentioned","0","Rural Development Projects",4222.0,4620.0
2059,"2016-01-01","Assam","18","Not Mentioned","0","Safe Drinking Water",4.0,2.0
2060,"2016-01-01","Assam","18","Not Mentioned","0","Sanitation",8.0,8.0
2061,"2016-01-01","Assam","18","Not Mentioned","0","Slum Area Development",609.0,1218.0
2062,"2016-01-01","Assam","18","Not Mentioned","0","Special Education",200.0,400.0
2063,"2016-01-01","Assam","18","Not Mentioned","0","Swachh Bharat Kosh",347.0,694.0
2064,"2016-01-01","Assam","18","Not Mentioned","0","Training To Promote Sports",0.0,0.0
2065,"2016-01-01","Assam","18","Not Mentioned","0","Vocational Skills",11.0,10.0
2066,"2016-01-01","Assam","18","Not Mentioned","0","Women Empowerment",202.0,342.0
2067,"2016-01-01","Assam","18","Sonitpur","301","Education",0.0,0.0
2068,"2016-01-01","Assam","18","Udalguri","617","Education",0.0,0.0
2069,"2016-01-01","Bihar","10","Jehanabad","199","Health Care",8.0,8.0
2070,"2016-01-01","Bihar","10","Kishanganj","203","Safe Drinking Water",10.0,10.0
2071,"2016-01-01","Bihar","10","Not Mentioned","0","Agro Forestry",346900.0,3657.0
2072,"2016-01-01","Bihar","10","Not Mentioned","0","Art And Culture",52.0,52.0
2073,"2016-01-01","Bihar","10","Not Mentioned","0","Education",130.0,70.0
2074,"2016-01-01","Bihar","10","Not Mentioned","0","Environmental Sustainability",221.0,40.0
2075,"2016-01-01","Bihar","10","Not Mentioned","0","Health Care",31.0,27.0
2076,"2016-01-01","Bihar","10","Not Mentioned","0","Livelihood Enhancement Projects",0.0,0.0
2077,"2016-01-01","Bihar","10","Not Mentioned","0","Not Mentioned",900.0,511.0
2078,"2016-01-01","Bihar","10","Not Mentioned","0","Other Central Government Funds",5.0,5.0
2079,"2016-01-01","Bihar","10","Not Mentioned","0","Rural Development Projects",87.0,87.0
2080,"2016-01-01","Bihar","10","Not Mentioned","0","Swachh Bharat Kosh",50.0,50.0
2081,"2016-01-01","Bihar","10","Not Mentioned","0","Training To Promote Sports",15.0,15.0
2082,"2016-01-01","Bihar","10","Not Mentioned","0","Vocational Skills",10.0,10.0
2083,"2016-01-01","Bihar","10","Patna","212","Education",25.0,25.0
2084,"2016-01-01","Bihar","10","Patna","212","Not Mentioned",0.0,0.0
2085,"2016-01-01","Bihar","10","Patna","212","Training To Promote Sports",2.0,2.0
2086,"2016-01-01","Bihar","10","Vaishali","224","Education",504.0,504.0
2087,"2016-01-01","Chandigarh","4","Chandigarh","44","Armed Forces, Veterans, War Widows/ Dependants",500.0,500.0
2088,"2016-01-01","Chandigarh","4","Chandigarh","44","Education",115.0,115.0
2089,"2016-01-01","Chandigarh","4","Chandigarh","44","Health Care",505.0,505.0
2090,"2016-01-01","Chandigarh","4","Chandigarh","44","Safe Drinking Water",15.0,15.0
2091,"2016-01-01","Chandigarh","4","Not Mentioned","0","Health Care",63.0,63.0
2092,"2016-01-01","Chhattisgarh","22","Bilaspur","375","Gender Equality",6.0,6.0
2093,"2016-01-01","Chhattisgarh","22","Bilaspur","375","Poverty, Eradicating Hunger, Malnutrition",0.0,3.0
2094,"2016-01-01","Chhattisgarh","22","Durg","378","Art And Culture",4.0,4.0
2095,"2016-01-01","Chhattisgarh","22","Durg","378","Education",5.0,6.0
2096,"2016-01-01","Chhattisgarh","22","Durg","378","Environmental Sustainability",1.0,1.0
2097,"2016-01-01","Chhattisgarh","22","Durg","378","Health Care",62.0,62.0
2098,"2016-01-01","Chhattisgarh","22","Durg","378","Poverty, Eradicating Hunger, Malnutrition",1.0,1.0
2099,"2016-01-01","Chhattisgarh","22","Durg","378","Special Education",10.0,10.0
2100,"2016-01-01","Chhattisgarh","22","Durg","378","Training To Promote Sports",4.0,4.0
2101,"2016-01-01","Chhattisgarh","22","Durg","378","Vocational Skills",5.0,5.0
2102,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Art And Culture",5.0,5.0
2103,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Education",162.0,157.0
2104,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Environmental Sustainability",31.0,32.0
2105,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Gender Equality",49.0,47.0
2106,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Health Care",116.0,31.0
2107,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Livelihood Enhancement Projects",423.0,423.0
2108,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Not Mentioned",43.0,43.0
2109,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Rural Development Projects",8.0,9.0
2110,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Safe Drinking Water",2.0,12.0
2111,"2016-01-01","Chhattisgarh","22","Not Mentioned","0","Special Education",87.0,87.0
2112,"2016-01-01","Chhattisgarh","22","Raigarh","386","Education",10.0,10.0
2113,"2016-01-01","Chhattisgarh","22","Raipur","387","Environmental Sustainability",2.0,2.0
2114,"2016-01-01","Chhattisgarh","22","Raipur","387","Gender Equality",2.0,2.0
2115,"2016-01-01","Chhattisgarh","22","Raipur","387","Health Care",1.0,1.0
2116,"2016-01-01","Chhattisgarh","22","Raipur","387","Livelihood Enhancement Projects",9.0,8.0
2117,"2016-01-01","Chhattisgarh","22","Raipur","387","Not Mentioned",8.0,8.0
2118,"2016-01-01","Chhattisgarh","22","Raipur","387","Rural Development Projects",2.0,2.0
2119,"2016-01-01","Chhattisgarh","22","Raipur","387","Safe Drinking Water",2.0,2.0
2120,"2016-01-01","Chhattisgarh","22","Surguja","389","Livelihood Enhancement Projects",273.0,446.0
2121,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Education",225.0,224.0
2122,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Environmental Sustainability",30.0,0.0
2123,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Health Care",90.0,84.0
2124,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Other Central Government Funds",8.0,0.0
2125,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",138.0,138.0
2126,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Rural Development Projects",3.0,0.0
2127,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Safe Drinking Water",2.0,2.0
2128,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Sanitation",5.0,5.0
2129,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Swachh Bharat Kosh",63.0,21.0
2130,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Training To Promote Sports",0.0,0.0
2131,"2016-01-01","Dadra Nagar Haveli and Daman and Diu","26","Not Mentioned","0","Women Empowerment",1.0,0.0
2132,"2016-01-01","Delhi","7","Central","77","Not Mentioned",0.0,0.0
2133,"2016-01-01","Delhi","7","New Delhi","79","Armed Forces, Veterans, War Widows/ Dependants",0.0,0.0
2134,"2016-01-01","Delhi","7","New Delhi","79","Art And Culture",1013.0,1009.0
2135,"2016-01-01","Delhi","7","New Delhi","79","Education",382.0,385.0
2136,"2016-01-01","Delhi","7","New Delhi","79","Environmental Sustainability",103.0,103.0
2137,"2016-01-01","Delhi","7","New Delhi","79","Gender Equality",250.0,250.0
2138,"2016-01-01","Delhi","7","New Delhi","79","Health Care",745.0,739.0
2139,"2016-01-01","Delhi","7","New Delhi","79","Livelihood Enhancement Projects",48.0,34.0
2140,"2016-01-01","Delhi","7","New Delhi","79","Not Mentioned",242.0,242.0
2141,"2016-01-01","Delhi","7","New Delhi","79","Rural Development Projects",7.0,7.0
2142,"2016-01-01","Delhi","7","New Delhi","79","Safe Drinking Water",2.0,2.0
2143,"2016-01-01","Delhi","7","New Delhi","79","Setting Up Homes And Hostels For Women",300.0,300.0
2144,"2016-01-01","Delhi","7","New Delhi","79","Setting Up Orphanage",0.0,0.0
2145,"2016-01-01","Delhi","7","New Delhi","79","Socio-Economic Inequalities",1000.0,117.0
2146,"2016-01-01","Delhi","7","New Delhi","79","Special Education",17.0,17.0
2147,"2016-01-01","Delhi","7","New Delhi","79","Swachh Bharat Kosh",1400.0,1400.0
2148,"2016-01-01","Delhi","7","New Delhi","79","Training To Promote Sports",100.0,100.0
2149,"2016-01-01","Delhi","7","New Delhi","79","Vocational Skills",244.0,130.0
2150,"2016-01-01","Delhi","7","New Delhi","79","Women Empowerment",8.0,7.0
2151,"2016-01-01","Delhi","7","Not Mentioned","0","Armed Forces, Veterans, War Widows/ Dependants",669.0,531.0
2152,"2016-01-01","Delhi","7","Not Mentioned","0","Art And Culture",208.0,208.0
2153,"2016-01-01","Delhi","7","Not Mentioned","0","Education",6176538.0,2013.0
2154,"2016-01-01","Delhi","7","Not Mentioned","0","Environmental Sustainability",5001216.0,758.0
2155,"2016-01-01","Delhi","7","Not Mentioned","0","Gender Equality",0.0,0.0
2156,"2016-01-01","Delhi","7","Not Mentioned","0","Health Care",10002236.0,593.0
2157,"2016-01-01","Delhi","7","Not Mentioned","0","Livelihood Enhancement Projects",37.0,28.0
2158,"2016-01-01","Delhi","7","Not Mentioned","0","Not Mentioned",0.0,0.0
2159,"2016-01-01","Delhi","7","Not Mentioned","0","Other Central Government Funds",31.0,31.0
2160,"2016-01-01","Delhi","7","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",107.0,107.0
2161,"2016-01-01","Delhi","7","Not Mentioned","0","Prime Minister'S National Relief Fund",249.0,240.0
2162,"2016-01-01","Delhi","7","Not Mentioned","0","Rural Development Projects",607.0,609.0
2163,"2016-01-01","Delhi","7","Not Mentioned","0","Safe Drinking Water",1.0,1.0
2164,"2016-01-01","Delhi","7","Not Mentioned","0","Sanitation",5244.0,5479.0
2165,"2016-01-01","Delhi","7","Not Mentioned","0","Senior Citizens Welfare",20.0,20.0
2166,"2016-01-01","Delhi","7","Not Mentioned","0","Setting Up Orphanage",9.0,9.0
2167,"2016-01-01","Delhi","7","Not Mentioned","0","Special Education",52.0,52.0
2168,"2016-01-01","Delhi","7","Not Mentioned","0","Training To Promote Sports",17.0,17.0
2169,"2016-01-01","Delhi","7","Not Mentioned","0","Vocational Skills",535.0,565.0
2170,"2016-01-01","Delhi","7","Not Mentioned","0","Women Empowerment",30.0,30.0
2171,"2016-01-01","Delhi","7","South","83","Animal Welfare",28.0,28.0
2172,"2016-01-01","Delhi","7","South","83","Vocational Skills",25.0,25.0
2173,"2016-01-01","Goa","30","North Goa","551","Education",64.0,43.0
2174,"2016-01-01","Goa","30","Not Mentioned","0","Education",45.0,52.0
2175,"2016-01-01","Goa","30","Not Mentioned","0","Environmental Sustainability",3.0,3.0
2176,"2016-01-01","Goa","30","Not Mentioned","0","Health Care",40.0,30.0
2177,"2016-01-01","Goa","30","Not Mentioned","0","Livelihood Enhancement Projects",0.0,0.0
2178,"2016-01-01","Goa","30","Not Mentioned","0","Not Mentioned",48.0,48.0
2179,"2016-01-01","Goa","30","Not Mentioned","0","Other Central Government Funds",5.0,5.0
2180,"2016-01-01","Goa","30","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",0.0,0.0
2181,"2016-01-01","Goa","30","Not Mentioned","0","Rural Development Projects",229.0,16.0
2182,"2016-01-01","Goa","30","Not Mentioned","0","Sanitation",10.0,10.0
2183,"2016-01-01","Goa","30","Not Mentioned","0","Senior Citizens Welfare",1.0,1.0
2184,"2016-01-01","Goa","30","Not Mentioned","0","Vocational Skills",455.0,216.0
2185,"2016-01-01","Goa","30","South Goa","552","Education",0.0,0.0
2186,"2016-01-01","Gujarat","24","Anand","440","Livelihood Enhancement Projects",554.0,184.0
2187,"2016-01-01","Gujarat","24","Bharuch","442","Education",3000551.0,396.0
2188,"2016-01-01","Gujarat","24","Bharuch","442","Environmental Sustainability",4.0,4.0
2189,"2016-01-01","Gujarat","24","Bharuch","442","Health Care",1039.0,341.0
2190,"2016-01-01","Gujarat","24","Bharuch","442","Other Central Government Funds",0.0,0.0
2191,"2016-01-01","Gujarat","24","Bharuch","442","Rural Development Projects",600.0,600.0
2192,"2016-01-01","Gujarat","24","Bharuch","442","Vocational Skills",1.0,1.0
2193,"2016-01-01","Gujarat","24","Bhavnagar","443","Education",103.0,54.0
2194,"2016-01-01","Gujarat","24","Bhavnagar","443","Environmental Sustainability",1.0,1.0
2195,"2016-01-01","Gujarat","24","Bhavnagar","443","Health Care",18.0,19.0
2196,"2016-01-01","Gujarat","24","Bhavnagar","443","Special Education",2.0,2.0
2197,"2016-01-01","Gujarat","24","Dahod","445","Health Care",50.0,50.0
2198,"2016-01-01","Gujarat","24","Dahod","445","Livelihood Enhancement Projects",611.0,608.0
2199,"2016-01-01","Gujarat","24","Dahod","445","Poverty, Eradicating Hunger, Malnutrition",25.0,25.0
2200,"2016-01-01","Gujarat","24","Gandhinagar","446","Education",0.0,0.0
2201,"2016-01-01","Gujarat","24","Gandhinagar","446","Environmental Sustainability",1.0,1.0
2202,"2016-01-01","Gujarat","24","Gandhinagar","446","Health Care",47.0,53.0
2203,"2016-01-01","Gujarat","24","Gandhinagar","446","Poverty, Eradicating Hunger, Malnutrition",0.0,0.0
2204,"2016-01-01","Gujarat","24","Kachchh","449","Animal Welfare",1.0,1.0
2205,"2016-01-01","Gujarat","24","Kachchh","449","Education",0.0,0.0
2206,"2016-01-01","Gujarat","24","Kachchh","449","Environmental Sustainability",125.0,133.0
2207,"2016-01-01","Gujarat","24","Kachchh","449","Health Care",66.0,66.0
2208,"2016-01-01","Gujarat","24","Kachchh","449","Senior Citizens Welfare",1.0,1.0
2209,"2016-01-01","Gujarat","24","Kachchh","449","Training To Promote Sports",0.0,0.0
2210,"2016-01-01","Gujarat","24","Kheda","450","Health Care",35.0,35.0
2211,"2016-01-01","Gujarat","24","Mehsana","451","Education",13.0,14.0
2212,"2016-01-01","Gujarat","24","Mehsana","451","Rural Development Projects",12.0,12.0
2213,"2016-01-01","Gujarat","24","Mehsana","451","Sanitation",5.0,5.0
2214,"2016-01-01","Gujarat","24","Morbi","673","Socio-Economic Inequalities",0.0,1.0
2215,"2016-01-01","Gujarat","24","Narmada","452","Education",8.0,8.0
2216,"2016-01-01","Gujarat","24","Narmada","452","Women Empowerment",4.0,4.0
2217,"2016-01-01","Gujarat","24","Not Mentioned","0","Agro Forestry",6.0,7.0
2218,"2016-01-01","Gujarat","24","Not Mentioned","0","Animal Welfare",106.0,85.0
2219,"2016-01-01","Gujarat","24","Not Mentioned","0","Art And Culture",10002.0,12501.0
2220,"2016-01-01","Gujarat","24","Not Mentioned","0","Conservation Of Natural Resources",23.0,20.0
2221,"2016-01-01","Gujarat","24","Not Mentioned","0","Education",23706626.0,6647.16
2222,"2016-01-01","Gujarat","24","Not Mentioned","0","Environmental Sustainability",350078.0,130.0
2223,"2016-01-01","Gujarat","24","Not Mentioned","0","Health Care",7087.0,6837.38
2224,"2016-01-01","Gujarat","24","Not Mentioned","0","Livelihood Enhancement Projects",2044.0,1898.0
2225,"2016-01-01","Gujarat","24","Not Mentioned","0","Other Central Government Funds",301.0,295.0
2226,"2016-01-01","Gujarat","24","Not Mentioned","0","Poverty, Eradicating Hunger, Malnutrition",2461.0,243.3
2227,"2016-01-01","Gujarat","24","Not Mentioned","0","Rural Development Projects",4835.0,4574.0
2228,"2016-01-01","Gujarat","24","Not Mentioned","0","Safe Drinking Water",206.0,190.0
2229,"2016-01-01","Gujarat","24","Not Mentioned","0","Sanitation",680.0,666.0
2230,"2016-01-01","Gujarat","24","Not Mentioned","0","Senior Citizens Welfare",48.0,48.0
2231,"2016-01-01","Gujarat","24","Not Mentioned","0","Setting Up Homes And Hostels For Women",32.0,32.0
2232,"2016-01-01","Gujarat","24","Not Mentioned","0","Setting Up Orphanage",0.0,0.0
2233,"2016-01-01","Gujarat","24","Not Mentioned","0","Slum Area Development",0.0,0.0
2234,"2016-01-01","Gujarat","24","Not Mentioned","0","Socio-Economic Inequalities",69.0,69.0
2235,"2016-01-01","Gujarat","24","Not Mentioned","0","Special Education",586.0,586.0
2236,"2016-01-01","Gujarat","24","Not Mentioned","0","Swachh Bharat Kosh",20.0,20.0
2237,"2016-01-01","Gujarat","24","Not Mentioned","0","Training To Promote Sports",115.0,112.0
2238,"2016-01-01","Gujarat","24","Not Mentioned","0","Vocational Skills",227.0,173.0
2239,"2016-01-01","Gujarat","24","Not Mentioned","0","Women Empowerment",295.0,264.0
2240,"2016-01-01","Gujarat","24","Prayagraj","438","Animal Welfare",1.0,0.0
2241,"2016-01-01","Gujarat","24","Prayagraj","438","Art And Culture",5.0,5.0
2242,"2016-01-01","Gujarat","24","Prayagraj","438","Education",265.0,238.0
2243,"2016-01-01","Gujarat","24","Prayagraj","438","Environmental Sustainability",16.0,19.0
2244,"2016-01-01","Gujarat","24","Prayagraj","438","Health Care",2195.0,1441.0
2245,"2016-01-01","Gujarat","24","Prayagraj","438","Livelihood Enhancement Projects",79.0,80.0
2246,"2016-01-01","Gujarat","24","Prayagraj","438","Other Central Government Funds",0.0,0.0
2247,"2016-01-01","Gujarat","24","Prayagraj","438","Poverty, Eradicating Hunger, Malnutrition",8.0,7.0
2248,"2016-01-01","Gujarat","24","Prayagraj","438","Sanitation",2.0,1.0
2249,"2016-01-01","Gujarat","24","Prayagraj","438","Senior Citizens Welfare",14.0,13.34
2250,"2016-01-01","Gujarat","24","Prayagraj","438","Slum Area Development",0.0,0.21
2251,"2016-01-01","Gujarat","24","Prayagraj","438","Socio-Economic Inequalities",4.0,15.0
2252,"2016-01-01","Gujarat","24","Prayagraj","438","Training To Promote Sports",22.0,22.0
2253,"2016-01-01","Gujarat","24","Prayagraj","438","Vocational Skills",0.0,0.0
2254,"2016-01-01","Gujarat","24","Prayagraj","438","Women Empowerment",0.0,6.71
2255,"2016-01-01","Gujarat","24","Rajkot","457","Education",0.0,6.0
2256,"2016-01-01","Gujarat","24","Sabarkantha","458","Education",1.0,1.0
2257,"2016-01-01","Gujarat","24","Sabarkantha","458","Health Care",0.0,25.0
2258,"2016-01-01","Gujarat","24","Surat","459","Animal Welfare",1.0,1.0
2259,"2016-01-01","Gujarat","24","Surat","459","Education",5.0,6.0
2260,"2016-01-01","Gujarat","24","Surat","459","Livelihood Enhancement Projects",20.0,19.0
2261,"2016-01-01","Gujarat","24","Vadodara","461","Art And Culture",38.0,13.0
2262,"2016-01-01","Gujarat","24","Vadodara","461","Education",310.0,273.0
2263,"2016-01-01","Gujarat","24","Vadodara","461","Environmental Sustainability",5.0,5.0
2264,"2016-01-01","Gujarat","24","Vadodara","461","Health Care",44.0,48.0
2265,"2016-01-01","Gujarat","24","Vadodara","461","Poverty, Eradicating Hunger, Malnutrition",76.0,101.0
2266,"2016-01-01","Gujarat","24","Vadodara","461","Rural Development Projects",86.0,61.35
2267,"2016-01-01","Gujarat","24","Vadodara","461","Safe Drinking Water",3.0,3.0
2268,"2016-01-01","Gujarat","24","Vadodara","461","Socio-Economic Inequalities",3.0,3.0
2269,"2016-01-01","Gujarat","24","Vadodara","461","Special Education",1.0,1.0
2270,"2016-01-01","Gujarat","24","Vadodara","461","Women Empowerment",55.0,53.0
2271,"2016-01-01","Gujarat","24","Valsad","462","Education",803.0,556.0
2272,"2016-01-01","Gujarat","24","Valsad","462","Livelihood Enhancement Projects",31.0,31.0
2273,"2016-01-01","Gujarat","24","Valsad","462","Vocational Skills",3.0,3.0
2274,"2016-01-01","Haryana","6","Faridabad","60","Conservation Of Natural Resources",4.0,4.0
2275,"2016-01-01","Haryana","6","Faridabad","60","Education",84.0,51.0
2276,"2016-01-01","Haryana","6","Faridabad","60","Environmental Sustainability",144.0,126.0
2277,"2016-01-01","Haryana","6","Faridabad","60","Health Care",198.0,200.0
2278,"2016-01-01","Haryana","6","Faridabad","60","Poverty, Eradicating Hunger, Malnutrition",8.0,4.0
2279,"2016-01-01","Haryana","6","Faridabad","60","Rural Development Projects",5.0,5.0
